OrderID,CustomerID,OrderDate,TotalAmount,OrderStatus,PaymentMethod,ShippingAddressID
5268,5154,2025-01-05 17:41:33.714380,441.74,Cancelled,PayPal,554
5269,861,2024-03-02 17:41:33.714386,1019.3,Delivered,PayPal,9058
5270,4314,2024-06-17 17:41:33.714391,585.3,Cancelled,Bank Transfer,5306
5271,4221,2024-05-03 17:41:33.714396,1964.44,Shipped,PayPal,1912
5272,1131,2024-03-09 17:41:33.714401,1541.96,Shipped,PayPal,2846
5273,4221,2025-01-27 17:41:33.714407,1173.28,Pending,PayPal,5571
5274,8800,2025-02-01 17:41:33.714412,362.51,Cancelled,Bank Transfer,9178
5275,5212,2024-08-17 17:41:33.714418,70.0,Shipped,Bank Transfer,5679
5276,3716,2025-01-12 17:41:33.714426,730.53,Cancelled,PayPal,4323
5277,5924,2024-03-14 17:41:33.714435,1237.49,Cancelled,PayPal,3
5278,8752,2025-02-26 17:41:33.714444,30.3,Cancelled,Bank Transfer,5666
5279,6827,2024-06-23 17:41:33.714453,1372.79,Delivered,Bank Transfer,8417
5280,704,2025-02-24 17:41:33.714460,894.14,Pending,PayPal,2566
5281,209,2024-12-20 17:41:33.714466,1085.93,Cancelled,Bank Transfer,7947
5282,6597,2024-08-18 17:41:33.714471,1799.84,Pending,Credit Card,8976
5283,7856,2024-09-08 17:41:33.714479,533.93,Pending,Bank Transfer,3562
5284,9940,2024-09-24 17:41:33.714488,807.18,Pending,Credit Card,1541
5285,4821,2024-12-12 17:41:33.714497,559.64,Pending,Credit Card,7354
5286,1174,2024-10-01 17:41:33.714503,1864.77,Delivered,PayPal,6746
5287,7352,2025-02-08 17:41:33.714509,135.35,Cancelled,Bank Transfer,5764
5288,9837,2025-01-19 17:41:33.714514,1821.13,Cancelled,Credit Card,1612
5289,8889,2024-03-08 17:41:33.714519,1490.97,Pending,Bank Transfer,1170
5290,573,2024-06-13 17:41:33.714525,413.98,Delivered,Bank Transfer,927
5291,6591,2024-08-05 17:41:33.714530,1357.69,Shipped,Credit Card,2405
5292,4936,2024-11-19 17:41:33.714535,1609.96,Cancelled,Credit Card,5399
5293,7706,2024-03-04 17:41:33.714540,1418.06,Delivered,Bank Transfer,5010
5294,2998,2024-05-26 17:41:33.714546,1798.68,Pending,PayPal,4181
5295,3085,2025-02-11 17:41:33.714551,201.14,Cancelled,Bank Transfer,1076
5296,5051,2025-01-22 17:41:33.714557,1118.34,Cancelled,PayPal,9891
5297,6583,2025-01-08 17:41:33.714562,475.89,Shipped,PayPal,6505
5298,5701,2024-09-26 17:41:33.714571,594.85,Shipped,Bank Transfer,3675
5299,1860,2025-01-14 17:41:33.714580,286.63,Delivered,Credit Card,442
5300,2224,2024-03-16 17:41:33.714589,607.09,Pending,Bank Transfer,2785
5301,8367,2025-01-16 17:41:33.714599,1561.26,Cancelled,Credit Card,3428
5302,8274,2024-09-12 17:41:33.714605,1790.69,Pending,Bank Transfer,3023
5303,6851,2024-06-04 17:41:33.714610,1709.02,Delivered,Bank Transfer,7926
5304,1025,2024-08-15 17:41:33.714616,486.75,Pending,PayPal,4712
5305,1741,2024-08-08 17:41:33.714621,637.3,Delivered,PayPal,7346
5306,5274,2024-08-06 17:41:33.714626,1392.82,Shipped,Bank Transfer,7861
5307,7481,2024-04-09 17:41:33.714631,751.63,Shipped,PayPal,51
5308,7550,2024-03-30 17:41:33.714637,412.71,Cancelled,PayPal,4316
5309,1482,2024-05-06 17:41:33.714643,1926.79,Pending,PayPal,7756
5310,6911,2024-10-20 17:41:33.714648,1012.47,Cancelled,Credit Card,221
5311,847,2024-05-30 17:41:33.714654,1886.87,Shipped,Bank Transfer,113
5312,9200,2024-10-24 17:41:33.714663,1939.61,Pending,Bank Transfer,9757
5313,9952,2024-10-07 17:41:33.714672,1156.88,Delivered,PayPal,7401
5314,7413,2024-10-11 17:41:33.714681,1959.58,Delivered,Credit Card,1889
5315,5079,2024-09-14 17:41:33.714690,903.55,Cancelled,Credit Card,705
5316,2445,2025-02-08 17:41:33.714696,597.81,Delivered,PayPal,3201
5317,6888,2025-02-06 17:41:33.714702,1747.74,Cancelled,PayPal,1053
5318,2198,2024-08-11 17:41:33.714707,420.54,Pending,PayPal,8085
5319,6491,2024-08-06 17:41:33.714713,1703.77,Cancelled,Credit Card,4326
5320,7883,2024-12-11 17:41:33.714718,353.79,Cancelled,Credit Card,9334
5321,4192,2024-11-10 17:41:33.714724,1105.4,Cancelled,Credit Card,4661
5322,9126,2024-10-11 17:41:33.714729,1844.82,Pending,Bank Transfer,2961
5323,3465,2024-07-10 17:41:33.714734,1993.12,Pending,Bank Transfer,425
5324,6088,2024-11-03 17:41:33.714740,1171.63,Shipped,Credit Card,8812
5325,2889,2024-05-09 17:41:33.714745,161.51,Shipped,Credit Card,4012
5326,6644,2024-05-31 17:41:33.714751,1216.89,Delivered,Credit Card,7460
5327,1048,2024-05-17 17:41:33.714756,339.27,Delivered,Bank Transfer,5823
5328,3258,2024-12-17 17:41:33.714762,1263.12,Cancelled,Credit Card,5418
5329,6728,2024-03-28 17:41:33.714767,1617.17,Cancelled,Credit Card,6963
5330,601,2024-05-11 17:41:33.714773,50.82,Shipped,Bank Transfer,2546
5331,2090,2024-10-03 17:41:33.714779,570.2,Cancelled,Credit Card,4267
5332,3248,2024-06-25 17:41:33.714784,1927.0,Pending,PayPal,5012
5333,8958,2024-11-19 17:41:33.714790,622.33,Delivered,Credit Card,5258
5334,90,2024-03-06 17:41:33.714795,1596.3,Shipped,Credit Card,9056
5335,24,2024-12-04 17:41:33.714801,302.16,Delivered,Credit Card,8033
5336,6839,2025-01-04 17:41:33.714806,293.18,Cancelled,Bank Transfer,5024
5337,9601,2024-03-30 17:41:33.714812,120.85,Shipped,PayPal,8690
5338,2454,2024-04-26 17:41:33.714818,641.06,Pending,Credit Card,6414
5339,1837,2024-07-19 17:41:33.714827,1852.51,Pending,Bank Transfer,5960
5340,9194,2024-09-13 17:41:33.714836,524.13,Delivered,Credit Card,8425
5341,63,2024-09-01 17:41:33.714845,646.92,Delivered,PayPal,415
5342,415,2025-01-09 17:41:33.714854,1281.23,Cancelled,Bank Transfer,6617
5343,2589,2025-02-18 17:41:33.714860,645.54,Cancelled,Credit Card,56
5344,6016,2024-11-17 17:41:33.714865,60.59,Shipped,Credit Card,7036
5345,1036,2024-11-18 17:41:33.714871,160.01,Delivered,Credit Card,7550
5346,5122,2024-12-04 17:41:33.714876,462.79,Shipped,Credit Card,8119
5347,7917,2024-08-29 17:41:33.714881,743.89,Delivered,Credit Card,1653
5348,968,2024-08-02 17:41:33.714887,1400.0,Cancelled,PayPal,8188
5349,4499,2024-08-14 17:41:33.714892,1963.12,Cancelled,PayPal,5533
5350,4231,2025-01-06 17:41:33.714898,520.11,Cancelled,PayPal,1729
5351,8464,2024-10-31 17:41:33.714903,1099.01,Shipped,Bank Transfer,2660
5352,1069,2024-05-22 17:41:33.714908,458.35,Cancelled,Credit Card,9631
5353,2438,2024-08-28 17:41:33.714918,1714.62,Cancelled,PayPal,2682
5354,3162,2024-05-24 17:41:33.714927,519.97,Delivered,Credit Card,8031
5355,5168,2025-01-09 17:41:33.714936,450.59,Cancelled,Bank Transfer,5250
5356,3682,2024-03-07 17:41:33.714945,1174.99,Shipped,Bank Transfer,3957
5357,3397,2024-12-04 17:41:33.714952,727.52,Cancelled,PayPal,9474
5358,7805,2024-12-07 17:41:33.714958,414.34,Cancelled,Credit Card,1
5359,7286,2024-12-29 17:41:33.714963,221.14,Cancelled,Credit Card,511
5360,4204,2025-01-29 17:41:33.714969,1701.03,Pending,PayPal,5909
5361,6481,2024-07-12 17:41:33.714974,1441.13,Cancelled,Bank Transfer,8098
5362,5537,2024-12-05 17:41:33.714979,131.55,Shipped,Credit Card,659
5363,9739,2024-06-08 17:41:33.714985,1829.94,Pending,Credit Card,4668
5364,6883,2025-02-05 17:41:33.714990,1594.51,Shipped,Credit Card,1917
5365,8363,2024-11-14 17:41:33.714995,1968.32,Pending,Bank Transfer,1406
5366,9546,2024-03-07 17:41:33.715001,135.49,Pending,Credit Card,2186
5367,8714,2024-09-19 17:41:33.715006,1250.98,Shipped,PayPal,5574
5368,1405,2024-07-25 17:41:33.715012,1863.26,Delivered,Bank Transfer,8132
5369,4298,2024-04-02 17:41:33.715017,419.05,Cancelled,PayPal,9729
5370,706,2024-06-06 17:41:33.715022,1383.16,Pending,Credit Card,7437
5371,2269,2024-05-26 17:41:33.715028,161.89,Delivered,PayPal,7307
5372,6962,2024-03-12 17:41:33.715033,198.62,Delivered,Credit Card,8900
5373,6386,2024-11-16 17:41:33.715039,1732.0,Cancelled,PayPal,7233
5374,9843,2024-12-16 17:41:33.715044,83.41,Shipped,Bank Transfer,6752
5375,4544,2024-10-08 17:41:33.715050,128.57,Shipped,PayPal,5326
5376,6862,2024-04-02 17:41:33.715059,1034.53,Shipped,PayPal,8462
5377,5844,2024-12-29 17:41:33.715069,1942.02,Shipped,Bank Transfer,5616
5378,471,2024-12-13 17:41:33.715078,180.62,Pending,Bank Transfer,8703
5379,5082,2024-05-06 17:41:33.715084,1118.74,Shipped,Credit Card,2333
5380,4467,2024-03-14 17:41:33.715089,1863.67,Pending,Bank Transfer,7617
5381,6636,2024-09-07 17:41:33.715095,1455.72,Shipped,Bank Transfer,4591
5382,2832,2024-07-17 17:41:33.715101,1119.46,Shipped,PayPal,9005
5383,4931,2024-11-19 17:41:33.715106,616.99,Shipped,PayPal,9230
5384,9619,2024-08-13 17:41:33.715111,1038.27,Pending,Bank Transfer,3650
5385,8293,2024-12-19 17:41:33.715117,1726.43,Pending,PayPal,1647
5386,6380,2024-10-20 17:41:33.715139,1756.03,Cancelled,PayPal,3847
5387,7724,2024-10-03 17:41:33.715150,1190.17,Cancelled,Credit Card,8977
5388,774,2024-11-10 17:41:33.715158,313.41,Cancelled,Bank Transfer,5730
5389,1714,2024-04-15 17:41:33.715167,1875.1,Cancelled,Bank Transfer,589
5390,6635,2025-02-22 17:41:33.715176,967.26,Shipped,Bank Transfer,3663
5391,4833,2025-02-19 17:41:33.715185,805.42,Pending,PayPal,6970
5392,5863,2024-04-14 17:41:33.715194,638.43,Shipped,Credit Card,9276
5393,3973,2025-02-16 17:41:33.715203,25.36,Shipped,Credit Card,4682
5394,3448,2024-10-07 17:41:33.715212,1895.67,Cancelled,Bank Transfer,8961
5395,8373,2024-04-01 17:41:33.715221,1596.13,Cancelled,Bank Transfer,7830
5396,7719,2024-05-16 17:41:33.715230,1348.29,Delivered,Credit Card,1058
5397,9889,2024-11-04 17:41:33.715238,261.62,Delivered,Bank Transfer,244
5398,3277,2024-10-23 17:41:33.715247,453.13,Shipped,Bank Transfer,1098
5399,5207,2024-04-24 17:41:33.715256,1425.27,Shipped,Bank Transfer,9790
5400,6051,2024-11-05 17:41:33.715265,662.71,Pending,Bank Transfer,581
5401,8342,2024-06-20 17:41:33.715274,321.43,Shipped,PayPal,3236
5402,3315,2024-09-15 17:41:33.715282,42.62,Pending,Bank Transfer,983
5403,3216,2024-10-20 17:41:33.715291,715.66,Pending,Credit Card,5311
5404,9081,2025-02-11 17:41:33.715301,1269.08,Cancelled,Credit Card,3972
5405,8936,2024-11-08 17:41:33.715309,388.06,Shipped,Credit Card,6111
5406,2933,2024-07-17 17:41:33.715318,483.99,Pending,PayPal,6634
5407,1062,2024-06-24 17:41:33.715327,575.78,Shipped,PayPal,1171
5408,4362,2025-01-04 17:41:33.715336,1670.64,Pending,PayPal,4834
5409,4286,2024-05-21 17:41:33.715345,1981.69,Pending,PayPal,155
5410,8755,2024-09-07 17:41:33.715351,1493.16,Cancelled,Credit Card,7712
5411,9829,2024-08-16 17:41:33.715356,1547.52,Delivered,PayPal,8755
5412,5939,2024-08-03 17:41:33.715361,227.94,Shipped,PayPal,1589
5413,1624,2024-05-05 17:41:33.715367,1645.57,Cancelled,PayPal,9831
5414,2875,2024-04-22 17:41:33.715372,190.51,Delivered,Credit Card,208
5415,4328,2024-04-22 17:41:33.715378,1942.22,Delivered,PayPal,3825
5416,9037,2024-11-07 17:41:33.715383,253.53,Shipped,PayPal,5646
5417,8728,2024-06-25 17:41:33.715390,338.51,Pending,Bank Transfer,3638
5418,4208,2024-06-19 17:41:33.715395,613.35,Pending,PayPal,9782
5419,9721,2025-01-20 17:41:33.715401,1363.21,Cancelled,Credit Card,4699
5420,6774,2025-01-22 17:41:33.715406,288.81,Delivered,PayPal,9140
5421,7901,2025-02-26 17:41:33.715411,608.36,Pending,Bank Transfer,9558
5422,5667,2024-06-24 17:41:33.715417,1985.98,Shipped,Bank Transfer,8430
5423,9693,2024-09-20 17:41:33.715422,661.65,Cancelled,Bank Transfer,6728
5424,4160,2024-07-07 17:41:33.715427,1002.13,Pending,PayPal,4267
5425,6835,2024-12-07 17:41:33.715433,854.45,Pending,Credit Card,5351
5426,2483,2024-03-24 17:41:33.715438,801.58,Delivered,PayPal,2670
5427,462,2024-05-01 17:41:33.715444,651.8,Pending,Credit Card,9600
5428,3582,2024-11-22 17:41:33.715449,1981.43,Cancelled,Bank Transfer,8492
5429,2818,2025-02-01 17:41:33.715455,904.02,Pending,PayPal,3145
5430,8147,2024-06-03 17:41:33.715460,1220.08,Shipped,Credit Card,6354
5431,8411,2024-05-26 17:41:33.715467,1020.35,Delivered,Credit Card,4104
5432,7687,2024-04-03 17:41:33.715473,432.91,Delivered,Credit Card,3963
5433,4593,2025-02-17 17:41:33.715478,1536.09,Cancelled,PayPal,2727
5434,502,2024-07-16 17:41:33.715483,446.3,Pending,Credit Card,6820
5435,5811,2024-10-01 17:41:33.715489,1801.41,Delivered,PayPal,3413
5436,8312,2024-05-13 17:41:33.715494,792.2,Pending,Bank Transfer,47
5437,2112,2024-11-18 17:41:33.715503,318.07,Delivered,Credit Card,8815
5438,3819,2025-02-19 17:41:33.715512,115.31,Delivered,Bank Transfer,4398
5439,5963,2024-12-30 17:41:33.715520,518.2,Delivered,Bank Transfer,9087
5440,4651,2024-04-05 17:41:33.715530,1683.89,Pending,Credit Card,3104
5441,9851,2025-01-19 17:41:33.715537,1825.13,Shipped,Bank Transfer,3735
5442,383,2024-11-01 17:41:33.715543,62.35,Shipped,PayPal,1969
5443,8574,2024-03-09 17:41:33.715549,634.59,Pending,PayPal,6253
5444,176,2024-07-01 17:41:33.715558,1448.7,Shipped,PayPal,1786
5445,4364,2024-05-25 17:41:33.715567,1456.69,Shipped,PayPal,5875
5446,9591,2024-04-03 17:41:33.715576,300.58,Shipped,Credit Card,2281
5447,953,2024-07-15 17:41:33.715582,1240.19,Delivered,Bank Transfer,4424
5448,6123,2025-01-14 17:41:33.715588,1144.62,Delivered,PayPal,7167
5449,7837,2024-07-11 17:41:33.715593,364.08,Shipped,PayPal,721
5450,4833,2024-06-17 17:41:33.715598,139.68,Delivered,Bank Transfer,9559
5451,8118,2024-04-07 17:41:33.715604,372.46,Pending,PayPal,4259
5452,5159,2024-06-16 17:41:33.715609,131.48,Delivered,Bank Transfer,3547
5453,3950,2025-01-27 17:41:33.715615,286.19,Delivered,PayPal,7977
5454,6294,2024-11-09 17:41:33.715620,1993.51,Pending,PayPal,2160
5455,3841,2024-09-17 17:41:33.715626,1345.47,Shipped,Bank Transfer,2664
5456,5983,2024-11-02 17:41:33.715631,91.83,Cancelled,Credit Card,4507
5457,8843,2024-08-11 17:41:33.715636,94.19,Shipped,Credit Card,2606
5458,9572,2025-01-07 17:41:33.715644,280.23,Delivered,Bank Transfer,1681
5459,5495,2024-10-01 17:41:33.715653,743.06,Shipped,Bank Transfer,7925
5460,3847,2024-10-21 17:41:33.715662,599.56,Pending,PayPal,833
5461,5843,2025-02-08 17:41:33.715671,701.0,Pending,Bank Transfer,6120
5462,1906,2024-06-21 17:41:33.715680,1734.16,Pending,Credit Card,2868
5463,157,2024-12-07 17:41:33.715686,1746.9,Delivered,PayPal,1836
5464,3438,2024-09-02 17:41:33.715691,1122.37,Pending,Bank Transfer,6095
5465,1642,2024-06-02 17:41:33.715696,773.72,Pending,Credit Card,3011
5466,9002,2024-10-22 17:41:33.715702,1507.19,Shipped,Bank Transfer,7581
5467,7612,2024-10-13 17:41:33.715707,329.62,Shipped,Credit Card,1822
5468,1087,2025-02-09 17:41:33.715713,1735.13,Shipped,PayPal,213
5469,8415,2024-05-30 17:41:33.715718,615.23,Delivered,Credit Card,5297
5470,2612,2024-08-03 17:41:33.715724,779.73,Shipped,PayPal,3664
5471,5256,2024-08-20 17:41:33.715729,1401.82,Cancelled,Bank Transfer,192
5472,3879,2024-05-19 17:41:33.715738,1783.8,Pending,PayPal,801
5473,3712,2024-09-17 17:41:33.715747,658.84,Pending,Bank Transfer,931
5474,3197,2024-11-30 17:41:33.715757,774.76,Shipped,Bank Transfer,9473
5475,2957,2024-09-29 17:41:33.715767,782.63,Cancelled,PayPal,1814
5476,1567,2025-01-27 17:41:33.715772,1496.41,Shipped,Credit Card,5275
5477,635,2025-01-21 17:41:33.715778,223.15,Shipped,Bank Transfer,3351
5478,3522,2024-05-16 17:41:33.715783,1886.31,Cancelled,PayPal,2857
5479,6363,2024-04-21 17:41:33.715789,473.11,Cancelled,PayPal,7290
5480,3374,2024-12-03 17:41:33.715794,1436.58,Shipped,Credit Card,2625
5481,5139,2024-05-20 17:41:33.715800,1035.36,Delivered,Bank Transfer,7470
5482,3399,2024-09-07 17:41:33.715806,1570.32,Delivered,PayPal,5507
5483,9195,2024-12-07 17:41:33.715811,1139.13,Shipped,Bank Transfer,3013
5484,1796,2024-11-26 17:41:33.715816,923.16,Pending,PayPal,5594
5485,4486,2024-09-08 17:41:33.715822,1412.14,Pending,Credit Card,7599
5486,7506,2025-02-12 17:41:33.715827,1749.91,Delivered,Bank Transfer,8363
5487,3935,2025-01-23 17:41:33.715832,1116.8,Delivered,PayPal,4474
5488,3965,2024-05-03 17:41:33.715838,1103.59,Shipped,PayPal,9816
5489,8103,2024-09-02 17:41:33.715843,667.16,Delivered,Bank Transfer,8525
5490,3359,2024-12-28 17:41:33.715848,1794.88,Pending,Credit Card,5205
5491,8894,2024-11-10 17:41:33.715854,1604.64,Shipped,Credit Card,4219
5492,2300,2024-07-18 17:41:33.715859,1009.72,Cancelled,Bank Transfer,7430
5493,8699,2025-02-18 17:41:33.715864,1122.7,Pending,PayPal,7861
5494,4798,2025-02-09 17:41:33.715870,813.52,Delivered,PayPal,4141
5495,924,2024-08-20 17:41:33.715875,1251.41,Pending,PayPal,1135
5496,7710,2024-11-16 17:41:33.715880,28.07,Delivered,Bank Transfer,7265
5497,9019,2024-12-06 17:41:33.715886,1732.41,Shipped,Bank Transfer,8591
5498,7210,2024-05-13 17:41:33.715891,1461.74,Cancelled,Credit Card,4801
5499,8221,2024-07-11 17:41:33.715899,105.01,Cancelled,Bank Transfer,5563
5500,1456,2024-12-25 17:41:33.715909,1163.02,Cancelled,Credit Card,5345
5501,3338,2024-09-20 17:41:33.715918,1407.21,Shipped,Bank Transfer,2490
5502,8351,2024-11-19 17:41:33.715927,1543.42,Shipped,Bank Transfer,7609
5503,7263,2024-11-11 17:41:33.715936,1000.87,Delivered,Credit Card,6479
5504,3350,2024-09-29 17:41:33.715941,1287.45,Pending,Bank Transfer,3063
5505,3870,2024-04-18 17:41:33.715947,1160.22,Delivered,PayPal,3118
5506,507,2024-11-06 17:41:33.715952,828.39,Pending,Credit Card,19
5507,5301,2024-09-02 17:41:33.715958,131.64,Shipped,PayPal,8397
5508,555,2024-08-16 17:41:33.715963,1634.54,Cancelled,Bank Transfer,4654
5509,7780,2024-09-25 17:41:33.715969,1621.96,Pending,Credit Card,4798
5510,2004,2024-06-07 17:41:33.715974,1702.17,Cancelled,Credit Card,1926
5511,4544,2024-11-19 17:41:33.715979,1041.45,Delivered,Bank Transfer,1565
5512,5642,2025-02-18 17:41:33.715985,1556.61,Pending,Bank Transfer,5361
5513,5648,2024-07-15 17:41:33.715992,856.05,Delivered,Bank Transfer,4187
5514,4523,2024-07-01 17:41:33.716001,1124.4,Shipped,Bank Transfer,5950
5515,8023,2024-08-17 17:41:33.716009,140.83,Delivered,Credit Card,858
5516,8742,2025-01-19 17:41:33.716018,849.59,Shipped,PayPal,7234
5517,1138,2024-03-12 17:41:33.716030,1708.55,Delivered,Bank Transfer,3546
5518,9272,2024-08-12 17:41:33.716036,1245.97,Delivered,Credit Card,5463
5519,7725,2025-01-01 17:41:33.716042,1535.85,Delivered,Bank Transfer,892
5520,7611,2024-08-29 17:41:33.716047,325.72,Delivered,Credit Card,957
5521,5756,2024-12-16 17:41:33.716053,796.43,Shipped,Bank Transfer,8733
5522,6126,2025-01-04 17:41:33.716058,1782.72,Cancelled,Bank Transfer,7896
5523,9575,2024-08-13 17:41:33.716063,1245.48,Shipped,PayPal,1788
5524,6516,2025-01-14 17:41:33.716069,1928.15,Pending,PayPal,9208
5525,4824,2024-04-13 17:41:33.716074,935.8,Pending,PayPal,7913
5526,1678,2024-05-12 17:41:33.716080,1654.61,Shipped,Credit Card,8843
5527,3884,2025-01-27 17:41:33.716085,1534.07,Shipped,PayPal,1074
5528,1793,2025-01-31 17:41:33.716091,724.39,Delivered,Bank Transfer,1831
5529,4564,2024-05-23 17:41:33.716096,1243.74,Shipped,PayPal,4536
5530,6980,2024-06-03 17:41:33.716102,1037.47,Delivered,Credit Card,1506
5531,3206,2024-12-29 17:41:33.716107,659.19,Delivered,PayPal,580
5532,9702,2024-07-18 17:41:33.716113,429.32,Cancelled,PayPal,5883
5533,2944,2025-01-05 17:41:33.716118,412.42,Delivered,PayPal,9037
5534,5046,2024-11-30 17:41:33.716123,45.79,Pending,Credit Card,5617
5535,2836,2024-09-08 17:41:33.716129,889.25,Cancelled,Credit Card,6818
5536,2246,2025-01-29 17:41:33.716136,586.51,Pending,Bank Transfer,6726
5537,9772,2024-07-05 17:41:33.716146,577.87,Shipped,Bank Transfer,6388
5538,4395,2024-04-03 17:41:33.716155,1985.47,Delivered,PayPal,6164
5539,851,2024-09-24 17:41:33.716162,1418.46,Pending,Credit Card,369
5540,5368,2024-12-27 17:41:33.716167,465.33,Shipped,Credit Card,7139
5541,427,2025-02-06 17:41:33.716173,749.17,Shipped,PayPal,4878
5542,2445,2024-11-08 17:41:33.716178,147.69,Pending,Bank Transfer,3632
5543,4316,2024-09-07 17:41:33.716184,1422.93,Shipped,Credit Card,6631
5544,8951,2025-01-14 17:41:33.716189,41.79,Delivered,Bank Transfer,6007
5545,8116,2024-10-31 17:41:33.716194,1618.64,Delivered,Bank Transfer,3828
5546,7143,2024-05-14 17:41:33.716200,825.96,Shipped,Credit Card,7263
5547,316,2025-02-23 17:41:33.716205,1797.9,Pending,Bank Transfer,8940
5548,4978,2024-10-31 17:41:33.716210,817.9,Cancelled,Credit Card,9920
5549,5128,2024-07-03 17:41:33.716216,1952.07,Cancelled,Bank Transfer,8950
5550,4708,2024-11-15 17:41:33.716221,1011.75,Cancelled,Credit Card,4316
5551,8250,2024-10-29 17:41:33.716227,1169.62,Pending,PayPal,7193
5552,4484,2024-06-11 17:41:33.716232,860.17,Cancelled,Credit Card,2941
5553,599,2024-11-23 17:41:33.716238,592.8,Cancelled,Bank Transfer,8622
5554,1476,2024-12-04 17:41:33.716243,174.31,Pending,Credit Card,9482
5555,1812,2024-05-27 17:41:33.716248,1021.93,Cancelled,PayPal,9202
5556,3461,2024-07-17 17:41:33.716254,707.53,Pending,Bank Transfer,4109
5557,9756,2024-12-15 17:41:33.716259,1530.9,Shipped,Credit Card,5140
5558,5880,2024-09-08 17:41:33.716264,1172.19,Shipped,Bank Transfer,582
5559,7584,2024-12-21 17:41:33.716269,676.87,Pending,Credit Card,9214
5560,1838,2024-04-13 17:41:33.716275,1007.48,Pending,Credit Card,4922
5561,9610,2025-01-31 17:41:33.716281,1598.02,Delivered,PayPal,5405
5562,5446,2024-11-08 17:41:33.716286,1270.8,Cancelled,PayPal,1471
5563,8504,2024-03-26 17:41:33.716292,1842.1,Shipped,Bank Transfer,7363
5564,4960,2024-06-19 17:41:33.716297,1573.22,Shipped,PayPal,9726
5565,4278,2024-03-13 17:41:33.716302,820.46,Pending,Credit Card,1870
5566,672,2024-11-16 17:41:33.716308,1770.43,Shipped,Credit Card,5948
5567,4087,2024-06-22 17:41:33.716313,926.23,Delivered,PayPal,4767
5568,2477,2025-01-04 17:41:33.716319,1877.7,Pending,Bank Transfer,7002
5569,9467,2024-03-28 17:41:33.716324,1691.68,Shipped,Bank Transfer,6539
5570,957,2024-06-30 17:41:33.716330,55.23,Pending,Credit Card,390
5571,2628,2024-11-12 17:41:33.716335,427.02,Pending,Credit Card,1572
5572,2809,2024-12-15 17:41:33.716344,1214.05,Shipped,Credit Card,5573
5573,5908,2024-08-07 17:41:33.716353,1802.84,Cancelled,Credit Card,2852
5574,3306,2024-08-01 17:41:33.716362,484.42,Shipped,Credit Card,5576
5575,7274,2024-12-17 17:41:33.716369,190.25,Pending,PayPal,9775
5576,1254,2024-09-22 17:41:33.716378,954.45,Pending,Bank Transfer,2861
5577,9638,2024-09-22 17:41:33.716387,1972.85,Delivered,PayPal,46
5578,4123,2024-03-20 17:41:33.716396,1604.78,Pending,Credit Card,6407
5579,101,2024-07-08 17:41:33.716405,1476.08,Pending,PayPal,6139
5580,4916,2025-02-22 17:41:33.716411,1126.87,Pending,Bank Transfer,6912
5581,9412,2024-08-30 17:41:33.716417,78.02,Pending,Bank Transfer,6694
5582,2452,2024-05-07 17:41:33.716422,727.32,Delivered,Credit Card,9119
5583,2043,2024-03-28 17:41:33.716428,1924.92,Pending,PayPal,6751
5584,7304,2024-11-30 17:41:33.716433,1730.74,Shipped,PayPal,6043
5585,1247,2025-02-11 17:41:33.716439,609.29,Shipped,Credit Card,5033
5586,2013,2024-04-22 17:41:33.716444,45.48,Cancelled,PayPal,3681
5587,6653,2024-07-03 17:41:33.716449,1108.05,Delivered,Bank Transfer,7307
5588,9705,2024-11-29 17:41:33.716455,1986.63,Pending,Credit Card,8525
5589,6349,2024-08-08 17:41:33.716460,1994.17,Pending,Bank Transfer,6046
5590,7739,2024-07-10 17:41:33.716465,143.56,Shipped,Credit Card,8578
5591,1628,2024-07-14 17:41:33.716471,1107.96,Pending,Bank Transfer,4066
5592,4049,2025-01-24 17:41:33.716476,416.84,Pending,Bank Transfer,401
5593,7871,2024-04-21 17:41:33.716481,1725.12,Delivered,Credit Card,1119
5594,9013,2024-10-04 17:41:33.716487,1359.27,Shipped,PayPal,4211
5595,6227,2024-09-01 17:41:33.716492,1673.41,Pending,PayPal,7825
5596,49,2024-08-10 17:41:33.716498,846.36,Pending,Bank Transfer,8043
5597,6596,2024-10-17 17:41:33.716503,1213.48,Cancelled,Bank Transfer,1340
5598,4960,2024-07-20 17:41:33.716508,517.92,Shipped,PayPal,9068
5599,8297,2024-08-27 17:41:33.716514,724.15,Delivered,PayPal,1016
5600,5449,2024-05-21 17:41:33.716519,66.58,Delivered,PayPal,6852
5601,6444,2024-12-24 17:41:33.716525,163.05,Shipped,Bank Transfer,4739
5602,931,2024-06-21 17:41:33.716530,34.01,Delivered,PayPal,3763
5603,1257,2024-12-06 17:41:33.716535,1691.07,Delivered,Credit Card,6891
5604,1213,2024-12-15 17:41:33.716541,972.18,Shipped,Bank Transfer,2665
5605,892,2024-09-08 17:41:33.716546,186.89,Pending,Bank Transfer,4169
5606,2314,2024-12-06 17:41:33.716552,435.32,Pending,Credit Card,7752
5607,3933,2024-05-31 17:41:33.716557,337.87,Cancelled,Bank Transfer,2191
5608,3094,2024-11-11 17:41:33.716562,1979.76,Cancelled,Bank Transfer,2363
5609,7606,2024-05-01 17:41:33.716568,956.61,Shipped,Credit Card,825
5610,6047,2025-02-15 17:41:33.716573,1971.23,Shipped,PayPal,2775
